Date,Open,High,Low,Close,Adj Close,Volume
2009-03-05,151.688004,151.688004,147.018997,147.850006,54.783371,774576
2009-03-06,146.250000,154.750000,146.000000,152.399994,56.469288,2209336
2009-03-09,152.000000,152.431000,148.875000,149.593994,55.429573,1541056
2009-03-12,151.875000,156.712006,151.875000,153.393997,56.837612,2014944
2009-03-13,155.250000,162.500000,155.250000,162.044006,60.042736,2516800
2009-03-16,163.136993,163.136993,158.625000,161.031006,59.667358,1432104
2009-03-17,160.000000,161.125000,157.188004,158.194000,58.616173,1248824
2009-03-18,159.750000,162.712006,158.375000,159.681000,59.167156,1624928
2009-03-19,160.500000,163.875000,160.294006,161.981003,60.019371,2043864
2009-03-20,162.375000,162.500000,160.125000,162.169006,60.089035,1203048
2009-03-23,162.500000,167.505997,162.500000,166.337006,61.633423,1216824
2009-03-24,168.125000,169.912994,163.774994,165.369003,61.274742,1483936
2009-03-25,165.000000,168.675003,163.750000,167.449997,62.045818,1873312
2009-03-26,167.625000,174.337006,167.625000,172.580994,63.947029,3361312
2009-03-27,174.750000,174.750000,166.250000,168.343994,62.377075,2236112
2009-03-30,166.875000,166.875000,161.000000,162.231003,60.112000,1108680
2009-03-31,163.250000,167.500000,162.505997,165.511993,61.327736,1029928
2009-04-01,165.750000,173.000000,162.875000,171.938004,63.708771,1025400
2009-04-02,172.375000,179.212006,171.250000,177.550003,65.788216,2041232
2009-04-06,178.125000,182.125000,159.375000,176.806000,65.512527,2135240
2009-04-08,173.125000,178.613007,169.556000,177.725006,65.853065,1369400
2009-04-09,179.125000,180.875000,174.750000,178.306000,66.068336,1497896
2009-04-13,178.250000,183.000000,172.255997,176.136993,65.264641,1567984
2009-04-15,168.938004,172.750000,162.505997,171.350006,63.490894,6219496
2009-04-16,172.500000,175.000000,165.363007,167.662994,62.124737,4127056
2009-04-17,170.625000,177.600006,169.125000,174.136993,64.523567,2642344
2009-04-20,174.250000,176.212006,171.649994,174.031006,64.484299,1401472
2009-04-21,172.500000,173.750000,169.250000,170.438004,63.152981,646312
2009-04-22,171.875000,173.125000,169.518997,172.419006,63.887009,1251424
2009-04-23,172.500000,182.500000,172.500000,181.231003,67.152130,2078520
2009-04-24,180.000000,181.863007,175.625000,181.074997,67.094345,1556120
2009-04-27,178.750000,181.250000,177.136993,179.074997,66.353264,901496
2009-04-28,177.250000,183.606003,177.169006,178.944000,66.304718,1444720
2009-04-29,180.000000,189.363007,179.136993,188.412994,69.813316,2181688
2009-04-30,376.825012,376.825012,376.825012,376.825012,139.626266,0
2009-05-04,189.375000,204.375000,186.250000,203.656006,75.461357,2778696
2009-05-05,200.250000,204.375000,192.824997,197.869003,73.317062,2480440
2009-05-06,196.000000,200.850006,193.656006,196.018997,72.631592,1881456
2009-05-07,196.875000,197.625000,191.556000,194.337006,72.008339,1385504
2009-05-08,192.750000,196.488007,187.875000,190.175003,70.466202,1472848
2009-05-11,191.125000,192.250000,186.919006,189.311996,70.146423,651120
2009-05-12,187.500000,200.625000,187.500000,199.744003,74.011833,2065560
2009-05-13,198.500000,199.850006,194.750000,196.731003,72.895424,1094488
2009-05-14,192.494003,198.363007,191.699997,195.768997,72.538956,689800
2009-05-15,197.500000,200.613007,195.625000,199.287994,73.842873,1055448
2009-05-18,218.500000,226.250000,211.750000,221.231003,81.973457,13416
2009-05-19,226.250000,228.750000,194.375000,195.468994,72.427811,4443592
2009-05-20,193.375000,201.000000,189.774994,191.761993,71.054214,3255160
2009-05-21,192.500000,194.738007,186.875000,187.830994,69.597649,1979336
2009-05-22,187.375000,190.625000,185.630997,189.925003,70.373558,1846424
2009-05-25,190.000000,192.000000,186.375000,188.494003,69.843330,1489784
2009-05-26,189.375000,194.750000,187.750000,192.899994,71.475914,1725488
2009-05-27,203.587006,203.587006,194.380997,198.074997,73.393402,1278360
2009-05-28,199.875000,203.125000,195.125000,196.975006,72.985809,1525496
2009-05-29,200.000000,201.837006,197.475006,200.250000,74.199310,1480016
2009-06-01,200.625000,210.625000,200.625000,209.606003,77.666016,1860328
2009-06-02,210.625000,213.350006,203.125000,210.287994,77.918716,1190168
2009-06-03,212.375000,213.125000,202.750000,205.738007,76.232811,1480152
2009-06-04,206.250000,206.250000,200.250000,203.375000,80.649246,2279008
2009-06-05,205.600006,213.125000,204.162994,211.319000,83.799461,1737448
2009-06-08,212.500000,218.125000,210.125000,216.649994,85.913467,1871136
2009-06-09,215.000000,225.000000,215.000000,224.444000,89.004242,1811592
2009-06-10,223.750000,229.500000,220.255997,225.406006,89.385719,2314448
2009-06-11,231.750000,231.750000,215.893997,218.944000,86.823181,1171808
2009-06-12,220.750000,221.875000,214.625000,215.994003,85.653351,742008
2009-06-15,215.619003,221.875000,211.250000,215.044006,85.276619,1150368
2009-06-16,212.750000,216.718994,210.669006,215.518997,85.464989,664576
2009-06-17,217.500000,218.087006,209.000000,213.811996,84.788063,1272304
2009-06-18,213.750000,220.000000,211.750000,215.181000,85.330933,1328680
2009-06-19,215.625000,223.125000,215.000000,221.386993,87.791977,1182216
2009-06-22,221.875000,223.750000,218.643997,220.718994,87.527084,797984
2009-06-23,212.375000,221.250000,212.375000,218.255997,86.550354,1425408
2009-06-24,218.886993,221.738007,215.274994,219.893997,87.199913,875936
2009-06-25,222.500000,224.712006,218.255997,219.718994,87.130501,779384
2009-06-26,221.250000,229.837006,219.044006,228.343994,90.550812,1734728
2009-06-29,227.524994,228.750000,221.569000,222.968994,88.419304,1090128
2009-06-30,223.130997,224.875000,220.000000,222.113007,88.079849,922976
2009-07-01,222.100006,226.613007,221.380997,224.587006,89.060936,793840
2009-07-02,223.125000,225.000000,220.625000,224.488007,89.021698,610496
2009-07-03,222.500000,226.250000,218.750000,225.113007,89.269524,895736
2009-07-06,224.994003,227.375000,218.750000,220.000000,87.241936,1664056
2009-07-07,221.250000,221.875000,215.750000,217.399994,86.210884,1154256
2009-07-08,215.625000,216.625000,211.000000,213.212006,84.550140,1806136
2009-07-09,213.500000,214.000000,208.750000,209.593994,83.115387,1610776
2009-07-10,204.375000,220.875000,204.375000,215.811996,85.581161,4775792
2009-07-13,215.000000,221.806000,213.750000,220.994003,87.636131,1642232
2009-07-14,222.500000,226.800003,218.886993,225.794006,89.539574,1683104
2009-07-15,227.375000,227.375000,219.899994,223.869003,88.776230,1570792
2009-07-16,225.000000,227.500000,221.350006,224.386993,88.981606,1727432
2009-07-17,227.125000,234.125000,225.125000,233.375000,92.545853,1928560
2009-07-20,235.000000,249.250000,233.761993,246.587006,97.785149,4551552
2009-07-21,253.125000,253.125000,240.630997,242.886993,96.317886,968872
2009-07-22,246.500000,246.500000,236.875000,239.899994,95.133385,1610488
2009-07-23,243.375000,247.000000,241.875000,244.981003,97.148270,7749904
2009-07-24,248.125000,251.375000,247.794006,250.419006,99.304733,1706712
2009-07-27,250.625000,255.488007,249.537994,253.162994,100.392845,1149376
2009-07-28,255.375000,255.375000,246.031006,249.343994,98.878426,1026744
2009-07-29,247.613007,249.712006,243.750000,247.968994,98.333160,855368
2009-07-30,247.613007,252.337006,247.613007,251.300003,99.654091,2196560
2009-07-31,253.875000,259.618988,252.636993,257.987000,102.305840,2413312
2009-08-03,257.500000,260.625000,255.050003,259.480988,102.898300,997216
2009-08-04,260.031006,262.500000,252.750000,255.455994,101.302177,869000
2009-08-05,256.319000,263.125000,256.319000,261.819000,103.825455,1308032
2009-08-06,262.250000,262.500000,255.000000,256.825012,101.845062,842232
2009-08-07,253.125000,257.000000,251.875000,255.238007,101.215721,637856
2009-08-10,256.500000,264.125000,256.256012,260.850006,103.441193,1806056
2009-08-11,260.625000,263.625000,256.875000,260.205994,103.185806,990960
2009-08-12,260.000000,260.000000,250.000000,255.343994,101.257751,563944
2009-08-13,256.881012,260.125000,254.875000,258.149994,102.370483,823944
2009-08-14,257.500000,258.000000,253.255997,254.981003,101.113815,509576
2009-08-17,251.875000,252.337006,246.406006,247.880997,98.298271,843880
2009-08-18,246.869003,249.875000,244.625000,246.425003,97.720894,1160656
2009-08-19,248.125000,248.500000,242.000000,243.837006,96.694611,1205256
2009-08-20,246.300003,249.375000,244.380997,249.100006,98.781670,1752264
2009-08-21,249.130997,254.518997,246.500000,253.561996,100.551102,1862312
2009-08-24,255.125000,260.299988,255.125000,259.519012,102.913383,924744
2009-08-25,258.500000,263.000000,255.125000,262.013000,103.902367,1212336
2009-08-26,263.125000,273.500000,262.250000,272.669006,108.128082,2034592
2009-08-27,272.500000,275.337006,265.149994,273.718994,108.544434,1569616
2009-08-28,273.125000,274.875000,267.812012,273.455994,108.440147,1081312
2009-08-31,271.000000,271.000000,265.625000,266.537994,105.696785,592944
2009-09-01,267.475006,273.712006,265.294006,267.830994,106.209511,1074024
2009-09-02,266.250000,272.250000,265.894012,270.649994,107.327446,628144
2009-09-03,271.256012,275.000000,266.894012,273.524994,108.467491,1078336
2009-09-04,275.000000,276.862000,267.274994,275.044006,109.069878,1038072
2009-09-07,276.250000,278.500000,274.419006,277.924988,110.212341,918736
2009-09-08,273.375000,279.375000,273.125000,275.006012,109.054810,843896
2009-09-09,275.006012,277.112000,272.250000,274.138000,108.710609,1101320
2009-09-10,275.750000,281.006012,275.294006,279.388000,110.792526,995440
2009-09-11,281.281006,283.987000,280.631012,283.250000,112.323997,1132856
2009-09-14,280.625000,282.487000,280.075012,281.319000,111.558273,904376
2009-09-15,281.274994,284.375000,280.006012,283.756012,112.524681,1231176
2009-09-16,285.312012,290.549988,284.174988,289.705994,114.884155,1806776
2009-09-17,290.875000,295.875000,290.006012,295.112000,117.027931,1171856
2009-09-18,296.263000,298.500000,293.750000,295.475006,117.171883,680304
2009-09-22,295.875000,301.837006,292.625000,300.700012,119.243881,1104064
2009-09-23,300.625000,300.625000,295.000000,295.694000,117.258713,650480
2009-09-24,293.712006,293.712006,282.687988,285.638000,113.270988,2669920
2009-09-25,281.500000,284.375000,279.375000,280.662994,111.298103,1422568
2009-09-29,283.500000,287.462006,282.500000,285.975006,113.404625,613760
2009-09-30,286.256012,290.625000,286.256012,288.549988,114.425751,703048
2009-10-01,287.625000,293.112000,286.250000,290.718994,115.285866,1307384
2009-10-05,288.750000,291.750000,286.750000,289.825012,114.931358,640592
2009-10-06,291.125000,294.062012,285.362000,288.855988,114.547096,771440
2009-10-07,290.125000,292.500000,278.513000,281.480988,111.622505,1325032
2009-10-08,283.138000,283.750000,273.737000,276.406006,109.609993,1768712
2009-10-09,281.944000,286.705994,271.013000,272.294006,107.979347,3447576
2009-10-12,273.750000,280.687988,273.125000,279.968994,111.022888,1019032
2009-10-13,559.937988,559.937988,559.937988,559.937988,222.045776,0
2009-10-14,280.625000,283.000000,277.500000,281.962006,111.813248,861344
2009-10-15,282.250000,283.125000,273.500000,276.955994,113.866440,990712
2009-10-16,277.500000,279.975006,273.006012,273.737000,112.543007,1491760
2009-10-20,274.625000,278.000000,271.750000,273.205994,112.324722,1610216
2009-10-21,272.000000,279.513000,269.500000,270.681000,111.286583,4845072
2009-10-22,277.625000,281.250000,272.750000,276.437988,113.653488,1847376
2009-10-23,277.875000,283.980988,276.625000,282.524994,116.156067,922952
2009-10-26,282.250000,287.125000,281.625000,284.218994,116.852516,1197872
2009-10-27,281.875000,287.250000,277.375000,280.556000,115.346542,1190552
2009-10-28,280.556000,283.500000,277.625000,282.105988,115.983810,680624
2009-10-29,279.299988,280.125000,273.875000,275.944000,113.450371,759928
2009-10-30,282.493988,282.493988,267.625000,275.674988,113.339775,1366824
2009-11-03,274.375000,278.500000,265.888000,267.419006,109.945457,903136
2009-11-04,271.506012,282.350006,271.506012,279.950012,115.097397,1165120
2009-11-05,278.131012,279.375000,269.519012,277.888000,114.249649,17961856
2009-11-06,283.612000,283.612000,274.037994,277.225006,113.977020,867232
2009-11-09,277.875000,280.000000,275.069000,279.256012,114.812057,721352
2009-11-10,281.256012,282.000000,275.444000,277.274994,113.997604,568096
2009-11-11,278.112000,289.431000,276.250000,288.587006,118.648369,2058400
2009-11-12,288.500000,293.625000,287.500000,290.337006,119.367882,1179936
2009-11-13,290.875000,296.375000,289.138000,294.850006,121.223312,1797048
2009-11-16,296.250000,296.500000,291.912994,293.843994,120.809715,987048
2009-11-17,293.250000,300.375000,293.250000,299.593994,123.173767,1437912
2009-11-18,299.924988,305.187988,298.500000,304.200012,125.067421,1339776
2009-11-19,302.375000,302.375000,299.125000,301.181000,123.826210,614008
2009-11-20,298.125000,305.875000,297.750000,303.437988,124.754135,705488
2009-11-23,301.375000,302.500000,298.888000,300.944000,123.728783,554664
2009-11-24,303.000000,305.625000,298.875000,303.200012,124.656288,1020304
2009-11-25,304.000000,307.237000,300.294006,304.200012,125.067421,724504
2009-11-26,303.750000,305.625000,295.700012,298.355988,122.664764,690912
2009-11-27,293.750000,298.612000,288.388000,291.037994,119.656067,1074560
2009-11-30,292.875000,299.250000,292.625000,297.993988,122.515938,1100696
2009-12-01,299.875000,300.000000,294.406006,299.343994,123.070969,556864
2009-12-02,299.750000,300.243988,294.549988,299.513000,123.140442,693032
2009-12-03,299.500000,301.125000,295.388000,297.087006,122.143013,909144
2009-12-04,297.087006,303.087006,296.250000,297.819000,122.443977,1851432
2009-12-07,297.500000,303.156006,296.769012,298.737000,122.821396,1319176
2009-12-08,298.737000,305.612000,297.500000,305.013000,125.401665,1245200
2009-12-09,303.625000,307.875000,302.774994,307.019012,126.226463,1049424
2009-12-10,308.750000,308.750000,303.750000,305.575012,125.632706,986608
2009-12-11,307.644012,310.868988,306.069000,306.843994,126.154472,1074216
2009-12-14,306.875000,314.987000,306.000000,312.250000,128.377075,1869032
2009-12-15,310.000000,314.750000,310.000000,313.319000,128.816559,1114112
2009-12-16,314.500000,318.737000,310.750000,318.100006,130.782196,1495040
2009-12-17,318.125000,321.493988,317.000000,320.169006,131.632858,1116584
2009-12-18,319.750000,319.750000,313.730988,315.812012,129.841537,1457976
2009-12-21,315.881012,318.105988,310.912994,313.549988,128.911560,1013944
2009-12-22,314.375000,315.875000,311.888000,312.694000,128.559616,479240
2009-12-23,314.125000,323.750000,314.000000,322.950012,132.776215,1550736
2009-12-24,322.625000,324.625000,321.506012,321.875000,132.334213,25696
2009-12-29,324.875000,325.000000,320.562012,322.187988,132.462906,499320
2009-12-30,321.263000,326.237000,321.263000,322.412994,132.555450,744632
2009-12-31,322.625000,326.862000,322.625000,325.656006,133.888748,734608
2010-01-04,325.750000,328.681000,325.149994,326.781006,134.351273,919784
2010-01-05,326.781006,328.712006,319.375000,327.500000,134.646896,689696
2010-01-06,327.250000,328.250000,322.250000,323.075012,132.827621,613504
2010-01-07,322.500000,322.500000,314.750000,315.656006,129.777390,2158840
2010-01-08,321.906006,321.906006,307.500000,308.056000,126.652748,1501544
2010-01-11,308.756012,313.250000,308.756012,311.069000,127.891541,1182552
2010-01-12,312.500000,324.125000,312.500000,323.431000,132.973969,4393104
2010-01-13,324.013000,337.513000,321.875000,335.781006,138.051514,5519648
2010-01-14,337.625000,338.750000,331.537994,336.138000,138.198288,3397944
2010-01-15,336.250000,336.250000,331.924988,334.424988,137.493988,711512
2010-01-18,332.524994,336.031006,331.875000,334.899994,137.689285,1287072
2010-01-19,334.250000,334.924988,328.500000,329.556000,135.492188,486720
2010-01-20,331.000000,333.737000,329.556000,331.612000,136.337479,377864
2010-01-21,330.000000,332.875000,325.075012,327.649994,134.708572,441080
2010-01-22,326.549988,326.549988,318.912994,321.631012,132.233917,1192176
2010-01-25,318.743988,319.962006,314.638000,317.230988,130.424927,722656
2010-01-27,316.125000,316.375000,310.799988,312.299988,128.397583,515912
2010-01-28,316.375000,319.375000,310.750000,311.794006,128.189606,699800
2010-01-29,310.000000,318.125000,300.769012,309.587006,127.282219,785544
2010-02-01,308.750000,315.500000,298.875000,306.149994,125.869125,1316424
2010-02-02,312.000000,312.375000,302.794006,304.705994,125.275421,903968
2010-02-03,306.125000,312.250000,306.125000,308.774994,126.948372,470504
2010-02-04,307.625000,308.737000,301.544006,302.899994,124.532936,604400
2010-02-05,297.875000,299.500000,291.625000,294.024994,120.884148,1134224
2010-02-06,null,null,null,null,null,null
2010-02-08,298.250000,304.625000,293.281006,300.093994,123.379295,659016
2010-02-09,300.125000,309.455994,299.250000,308.862000,126.984123,1090872
2010-02-10,310.250000,311.850006,306.250000,308.962006,127.025261,752992
2010-02-11,309.125000,314.587006,309.125000,312.212006,128.361465,1401816
2010-02-15,313.625000,316.506012,309.500000,312.187988,128.351563,509672
2010-02-16,314.375000,318.218994,310.875000,316.955994,130.311890,548128
2010-02-17,319.750000,319.987000,314.031006,314.993988,129.505188,701776
2010-02-18,315.500000,318.362000,312.000000,316.825012,130.258026,531512
2010-02-19,314.500000,317.750000,314.500000,316.194000,129.998581,568312
2010-02-22,317.612000,328.687988,317.612000,321.031006,131.987244,1066512
2010-02-23,319.725006,323.112000,319.725006,322.138000,132.442368,419968
2010-02-24,321.000000,324.812012,320.625000,322.131012,132.439529,629440
2010-02-25,323.625000,328.000000,321.562012,326.556000,134.258759,842240
2010-02-26,325.375000,328.750000,323.000000,325.200012,133.701294,1414288
2010-03-02,329.500000,331.125000,326.875000,330.049988,135.695282,885016
2010-03-03,330.631012,333.487000,329.093994,332.580994,136.735855,683104
2010-03-04,331.875000,331.875000,325.980988,327.924988,134.821609,488576
2010-03-05,328.750000,329.924988,326.625000,329.200012,135.345810,459376
2010-03-08,331.625000,333.687988,329.781006,332.431000,136.674179,653312
2010-03-09,332.287994,337.250000,331.375000,335.487000,137.930634,1047320
2010-03-10,335.487000,336.250000,331.125000,332.480988,136.694763,559488
2010-03-11,333.125000,336.250000,331.250000,335.544006,137.954086,517624
2010-03-12,335.500000,336.750000,332.269012,334.075012,137.350113,346232
2010-03-15,333.250000,338.750000,329.381012,337.649994,138.819870,2150968
2010-03-16,338.750000,343.587006,335.399994,341.544006,140.420853,696184
2010-03-17,341.899994,343.937988,340.250000,342.394012,140.770355,871400
2010-03-18,343.881012,349.019012,343.388000,348.093994,143.113831,818704
2010-03-19,348.125000,348.750000,345.294006,346.888000,142.617981,528288
2010-03-22,338.375000,347.250000,338.375000,344.593994,141.674866,367616
2010-03-23,345.375000,347.962006,345.375000,346.919006,142.630722,519360
2010-03-25,346.375000,352.674988,343.750000,350.700012,144.185272,1283360
2010-03-26,351.612000,351.631012,345.649994,347.200012,142.746262,556784
2010-03-29,347.250000,347.250000,337.562012,339.455994,139.562424,1281296
2010-03-30,340.250000,340.250000,330.000000,330.487000,135.874939,987496
2010-03-31,330.763000,334.513000,325.888000,326.888000,134.395248,1686168
2010-04-01,327.500000,334.743988,327.500000,333.924988,137.288422,1195856
2010-04-05,336.750000,336.750000,330.013000,334.112000,137.365311,743752
2010-04-06,335.125000,335.612000,330.625000,331.187988,136.163147,369912
2010-04-07,328.750000,332.500000,320.049988,330.506012,135.882751,976088
2010-04-08,328.500000,334.625000,328.500000,332.230988,136.591949,711872
2010-04-09,332.388000,337.237000,332.388000,334.855988,137.671188,736464
2010-04-12,335.625000,336.987000,331.544006,335.406006,137.897324,793792
2010-04-13,331.250000,348.750000,329.375000,347.794006,142.990494,14597976
2010-04-15,349.875000,352.975006,345.000000,350.194000,143.977188,3336424
2010-04-16,350.375000,351.125000,345.125000,348.225006,143.167679,1085576
2010-04-19,346.250000,346.250000,342.419006,344.024994,141.440918,686120
2010-04-20,346.125000,346.125000,340.125000,340.612000,140.037704,631040
2010-04-21,343.625000,343.625000,337.875000,339.500000,139.580521,539584
2010-04-22,339.625000,345.000000,337.000000,339.756012,139.685745,819984
2010-04-23,342.000000,344.062012,339.756012,341.013000,140.202591,415456
2010-04-26,343.444000,343.799988,340.638000,342.587006,140.849670,344600
2010-04-27,341.375000,343.125000,340.544006,342.705994,140.898621,582088
2010-04-28,340.031006,341.325012,336.662994,337.569000,138.786591,348184
2010-04-29,338.000000,340.000000,334.537994,338.281006,139.079346,539944
2010-04-30,339.875000,344.250000,334.725006,342.019012,140.616180,961328
2010-05-03,337.125000,339.975006,335.000000,336.812012,138.475403,724416
2010-05-04,339.000000,339.000000,331.750000,333.368988,137.059845,2388912
2010-05-05,330.750000,337.187988,326.156006,335.975006,138.131241,1744144
2010-05-06,334.381012,335.187988,330.750000,332.519012,136.710388,637544
2010-05-07,328.875000,330.750000,326.138000,327.455994,134.628815,629024
2010-05-10,328.750000,338.462006,328.750000,334.388000,137.478775,380920
2010-05-11,333.500000,333.850006,330.000000,332.894012,136.864548,1435320
2010-05-12,326.875000,337.105988,326.875000,335.162994,137.797394,557000
2010-05-13,340.000000,346.875000,335.056000,337.769012,138.868820,516144
2010-05-14,336.250000,340.850006,328.906006,332.105988,136.540604,579968
2010-05-17,329.500000,329.500000,322.649994,326.962006,134.425705,681584
2010-05-18,327.694000,329.212006,323.250000,327.875000,134.801056,535744
2010-05-19,328.125000,331.237000,324.375000,325.388000,133.778564,526648
2010-05-20,327.000000,328.987000,323.750000,325.049988,133.639633,735152
2010-05-21,320.625000,325.000000,318.750000,323.269012,132.907394,576152
2010-05-24,328.750000,328.750000,323.049988,324.593994,133.452118,712808
2010-05-25,322.750000,322.750000,313.750000,316.662994,130.191406,713472
2010-05-26,320.631012,328.750000,319.399994,327.337006,141.271759,421144
2010-05-27,328.000000,332.250000,324.375000,330.431000,142.607086,902600
2010-05-28,333.750000,335.375000,329.750000,334.362000,144.303574,660528
2010-05-31,333.750000,335.462006,328.794006,332.205994,143.373138,400304
2010-06-01,331.875000,332.187988,327.375000,328.156006,141.625214,280152
2010-06-02,329.500000,332.500000,328.625000,330.524994,142.647629,359384
2010-06-03,332.487000,338.100006,332.487000,337.125000,145.496048,485808
2010-06-04,337.625000,341.987000,335.125000,341.319000,147.306122,559768
2010-06-07,335.625000,336.250000,331.638000,334.031006,144.160797,500352
2010-06-08,332.325012,336.225006,331.181000,331.875000,143.230255,1367896
2010-06-09,331.375000,333.087006,327.131012,328.437988,141.746933,767064
2010-06-10,327.625000,331.750000,327.250000,330.868988,142.796127,476216
2010-06-11,333.750000,335.000000,327.544006,329.200012,142.075790,1408032
2010-06-14,331.287994,345.000000,331.281006,343.406006,148.206802,1196032
2010-06-15,343.500000,344.625000,340.394012,342.006012,147.602585,750744
2010-06-16,346.500000,346.781006,342.875000,345.830994,149.253403,567704
2010-06-17,346.243988,347.131012,341.625000,345.912994,149.288818,462272
2010-06-18,345.625000,351.337006,344.375000,347.694000,150.057419,1381368
2010-06-21,349.263000,352.000000,349.187988,350.187988,151.133759,503304
2010-06-22,348.750000,348.750000,345.000000,346.013000,149.331924,390712
2010-06-23,342.625000,351.000000,342.625000,349.812012,150.971512,467408
2010-06-24,350.625000,353.437988,347.962006,352.237000,152.018066,903560
2010-06-25,351.250000,351.250000,346.562012,347.218994,149.852432,367216
2010-06-28,349.125000,351.125000,347.169006,350.544006,151.287430,238016
2010-06-29,350.000000,350.500000,345.912994,348.799988,150.534760,297968
2010-06-30,347.250000,350.375000,341.625000,348.569000,150.435043,766672
2010-07-01,350.125000,350.125000,343.763000,345.937988,149.299576,987264
2010-07-02,346.062012,346.062012,339.500000,341.125000,147.222397,1603432
2010-07-05,340.625000,343.750000,340.625000,342.875000,147.977631,581344
2010-07-06,343.125000,349.987000,343.125000,348.312012,150.324142,561048
2010-07-07,348.625000,348.750000,345.625000,347.625000,150.027634,1253280
2010-07-08,351.125000,355.500000,350.750000,353.218994,152.441879,704904
2010-07-09,354.000000,360.250000,354.000000,358.987000,154.931229,949176
2010-07-12,360.625000,363.944000,359.125000,361.868988,156.175034,1092656
2010-07-13,358.562012,358.737000,348.125000,349.412994,150.799301,5226768
2010-07-14,350.399994,351.250000,341.919006,342.787994,147.940063,1914672
2010-07-15,343.500000,346.875000,341.875000,344.868988,148.838181,1255848
2010-07-16,345.000000,348.687988,343.799988,347.287994,149.882217,1113384
2010-07-19,343.625000,349.037994,342.162994,346.287994,149.450638,801896
2010-07-20,346.875000,347.837006,342.500000,344.700012,148.765305,768696
2010-07-21,346.250000,347.100006,343.750000,345.694000,149.194260,207216
2010-07-22,345.000000,345.549988,341.075012,344.725006,148.776077,660120
2010-07-23,348.250000,348.250000,345.625000,347.730988,150.073380,439480
2010-07-26,348.750000,351.125000,348.750000,350.312012,151.187302,483216
2010-07-27,351.000000,353.987000,351.000000,353.156006,152.414703,541288
2010-07-28,353.750000,355.000000,351.875000,354.194000,152.862656,535912
2010-07-29,352.944000,354.937988,351.524994,354.269012,152.895065,414896
2010-07-30,352.875000,353.750000,345.750000,348.605988,150.451019,471872
2010-08-02,347.625000,351.500000,343.881012,349.944000,151.028473,367216
2010-08-03,350.000000,351.493988,346.531006,348.069000,150.219254,367944
2010-08-04,348.756012,359.375000,348.756012,358.475006,154.710266,1025576
2010-08-05,360.125000,363.350006,358.475006,359.174988,155.012375,620720
2010-08-06,357.875000,361.125000,356.531006,358.006012,154.507843,593752
2010-08-09,356.750000,360.375000,354.381012,359.144012,154.998993,551680
2010-08-10,357.656006,357.656006,352.500000,354.080994,152.813934,484680
2010-08-11,354.500000,356.500000,350.019012,351.350006,151.635284,393064
2010-08-12,348.750000,348.750000,344.875000,347.325012,149.898163,949896
2010-08-13,347.125000,349.750000,344.625000,347.524994,149.984482,1281984
2010-08-16,345.000000,346.987000,343.750000,344.937988,148.867981,756120
2010-08-17,345.000000,346.875000,341.250000,344.037994,148.479553,538432
2010-08-18,345.638000,351.937988,344.769012,350.644012,151.330612,549256
2010-08-19,352.500000,352.500000,348.125000,350.513000,151.274033,416664
2010-08-20,348.125000,349.424988,344.819000,346.149994,149.391052,477320
2010-08-23,345.125000,350.850006,345.000000,349.044006,150.640060,313784
2010-08-24,348.125000,349.044006,344.500000,345.687988,149.191681,380240
2010-08-25,345.000000,348.500000,344.375000,346.480988,149.533859,297888
2010-08-26,347.250000,347.250000,343.500000,345.437988,149.083771,380440
2010-08-27,344.625000,344.625000,336.250000,338.605988,146.135223,637616
2010-08-30,340.250000,342.263000,333.250000,337.000000,145.442123,532920
2010-08-31,335.000000,339.750000,334.375000,338.388000,146.041153,482928
2010-09-01,338.375000,347.894012,338.375000,346.968994,149.744537,704528
2010-09-02,347.138000,348.750000,343.149994,343.830994,148.390228,335456
2010-09-03,345.625000,350.250000,345.375000,346.455994,149.523148,360472
2010-09-06,346.250000,355.000000,346.250000,353.937988,152.752197,603728
2010-09-07,352.862000,358.375000,351.125000,356.944000,154.049545,856536
2010-09-08,356.875000,359.781006,353.375000,359.006012,154.939468,703400
2010-09-09,359.000000,361.987000,357.406006,361.412994,155.978271,659424
2010-09-13,363.500000,367.875000,354.375000,366.937988,158.362717,1091112
2010-09-14,367.500000,375.000000,367.125000,371.993988,160.544785,1087688
2010-09-15,369.069000,382.375000,369.069000,381.269012,164.547684,1848320
2010-09-16,376.944000,378.500000,370.169006,370.975006,160.105011,980584
2010-09-17,374.388000,376.250000,370.750000,371.763000,160.445084,660832
2010-09-20,373.125000,376.500000,372.000000,375.737000,162.160202,644424
2010-09-21,376.899994,383.125000,374.375000,382.312012,164.997833,1152816
2010-09-22,382.750000,383.250000,374.274994,375.912994,162.236145,666592
2010-09-23,376.125000,378.125000,371.862000,376.781006,162.610748,633480
2010-09-24,375.000000,381.000000,367.781006,380.080994,164.034973,687528
2010-09-27,381.250000,382.500000,377.056000,378.181000,163.214996,436368
2010-09-28,376.750000,378.625000,375.375000,377.080994,162.740234,270616
2010-09-29,378.875000,384.375000,375.419006,378.649994,163.417358,465264
2010-09-30,378.287994,382.500000,376.269012,380.125000,164.053955,583424
2010-10-01,380.500000,388.725006,378.294006,387.924988,167.420288,819624
2010-10-04,389.375000,395.250000,382.875000,384.587006,165.979660,730704
2010-10-05,387.975006,388.625000,383.750000,385.506012,166.376297,1839632
2010-10-06,390.462006,390.462006,384.875000,387.712006,167.328339,336576
